																
grün1			Rot1			Rot2			Türkis			violett			violettx2	
&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %
-2.336	15.7		-2.336	20.3		-2.336	15.8		-2.336	15.5		-2.336	16.0		-2.336	15.9
-2.338	15.7		-2.338	20.3		-2.338	15.8		-2.338	15.5		-2.338	16.0		-2.338	15.9
-2.341	15.7		-2.341	20.3		-2.341	15.8		-2.341	15.5		-2.341	16.0		-2.341	15.9
-2.344	15.7		-2.344	20.3		-2.344	15.8		-2.344	15.4		-2.344	16.0		-2.344	15.9
-2.346	15.7		-2.346	20.3		-2.346	15.8		-2.346	15.4		-2.346	16.0		-2.346	15.9
-2.349	15.7		-2.349	20.4		-2.349	15.8		-2.349	15.4		-2.349	16.0		-2.349	15.8
-2.352	15.7		-2.352	20.4		-2.352	15.8		-2.352	15.4		-2.352	16.0		-2.352	15.8
-2.354	15.7		-2.354	20.4		-2.354	15.8		-2.354	15.4		-2.354	16.0		-2.354	15.8
-2.357	15.7		-2.357	20.3		-2.357	15.8		-2.357	15.4		-2.357	16.0		-2.357	15.8
-2.360	15.7		-2.360	20.3		-2.360	15.8		-2.360	15.4		-2.360	15.9		-2.360	15.8
-2.362	15.7		-2.362	20.3		-2.362	15.8		-2.362	15.4		-2.362	16.0		-2.362	15.8
-2.365	15.7		-2.365	20.3		-2.365	15.8		-2.365	15.4		-2.365	16.0		-2.365	15.8
-2.368	15.7		-2.368	20.3		-2.368	15.8		-2.368	15.4		-2.368	15.9		-2.368	15.8
-2.370	15.7		-2.370	20.3		-2.370	15.8		-2.370	15.4		-2.370	15.9		-2.370	15.8
-2.373	15.7		-2.373	20.3		-2.373	15.8		-2.373	15.4		-2.373	16.0		-2.373	15.8
-2.376	15.7		-2.376	20.3		-2.376	15.8		-2.376	15.4		-2.376	16.0		-2.376	15.8
-2.378	15.7		-2.378	20.3		-2.378	15.8		-2.378	15.4		-2.378	16.0		-2.378	15.8
-2.381	15.7		-2.381	20.3		-2.381	15.8		-2.381	15.4		-2.381	16.0		-2.381	15.8
-2.384	15.7		-2.384	20.3		-2.384	15.8		-2.384	15.4		-2.384	16.0		-2.384	15.9
-2.386	15.7		-2.386	20.3		-2.386	15.8		-2.386	15.4		-2.386	16.0		-2.386	15.9
-2.389	15.7		-2.389	20.4		-2.389	15.8		-2.389	15.4		-2.389	16.0		-2.389	15.9
-2.392	15.7		-2.392	20.4		-2.392	15.8		-2.392	15.4		-2.392	16.0		-2.392	15.9
-2.394	15.7		-2.394	20.3		-2.394	15.8		-2.394	15.4		-2.394	16.0		-2.394	15.9
-2.397	15.7		-2.397	20.3		-2.397	15.8		-2.397	15.4		-2.397	16.0		-2.397	15.9
-2.400	15.7		-2.400	20.3		-2.400	15.8		-2.400	15.4		-2.400	16.0		-2.400	15.9
-2.402	15.7		-2.402	20.3		-2.402	15.8		-2.402	15.4		-2.402	16.0		-2.402	15.9
-2.405	15.7		-2.405	20.3		-2.405	15.8		-2.405	15.4		-2.405	16.0		-2.405	15.9
-2.408	15.7		-2.408	20.3		-2.408	15.8		-2.408	15.4		-2.408	16.0		-2.408	15.9
-2.410	15.7		-2.410	20.3		-2.410	15.8		-2.410	15.4		-2.410	16.0		-2.410	15.9
-2.413	15.7		-2.413	20.3		-2.413	15.8		-2.413	15.4		-2.413	16.0		-2.413	15.9
-2.416	15.7		-2.416	20.3		-2.416	15.8		-2.416	15.4		-2.416	16.0		-2.416	15.9
-2.418	15.7		-2.418	20.3		-2.418	15.8		-2.418	15.4		-2.418	16.0		-2.418	15.9
-2.421	15.7		-2.421	20.3		-2.421	15.8		-2.421	15.4		-2.421	16.0		-2.421	15.8
-2.424	15.7		-2.424	20.3		-2.424	15.8		-2.424	15.4		-2.424	15.9		-2.424	15.8
-2.426	15.7		-2.426	20.3		-2.426	15.8		-2.426	15.4		-2.426	15.9		-2.426	15.8
-2.429	15.7		-2.429	20.3		-2.429	15.9		-2.429	15.5		-2.429	16.0		-2.429	15.9
-2.432	15.7		-2.432	20.3		-2.432	15.8		-2.432	15.4		-2.432	16.0		-2.432	15.8
-2.434	15.7		-2.434	20.3		-2.434	15.8		-2.434	15.4		-2.434	15.9		-2.434	15.8
-2.437	15.7		-2.437	20.3		-2.437	15.8		-2.437	15.4		-2.437	15.9		-2.437	15.8
-2.440	15.7		-2.440	20.3		-2.440	15.8		-2.440	15.4		-2.440	16.0		-2.440	15.8
-2.442	15.7		-2.442	20.3		-2.442	15.8		-2.442	15.4		-2.442	15.9		-2.442	15.8
-2.445	15.7		-2.445	20.3		-2.445	15.8		-2.445	15.4		-2.445	15.9		-2.445	15.8
-2.448	15.7		-2.448	20.3		-2.448	15.8		-2.448	15.4		-2.448	15.9		-2.448	15.8
-2.450	15.7		-2.450	20.3		-2.450	15.8		-2.450	15.4		-2.450	15.9		-2.450	15.8
-2.453	15.7		-2.453	20.3		-2.453	15.8		-2.453	15.4		-2.453	15.9		-2.453	15.8
-2.456	15.6		-2.456	20.3		-2.456	15.8		-2.456	15.4		-2.456	15.9		-2.456	15.8
-2.458	15.7		-2.458	20.3		-2.458	15.8		-2.458	15.4		-2.458	15.9		-2.458	15.8
-2.461	15.7		-2.461	20.3		-2.461	15.8		-2.461	15.4		-2.461	15.9		-2.461	15.8
-2.464	15.6		-2.464	20.3		-2.464	15.8		-2.464	15.4		-2.464	15.9		-2.464	15.8
-2.466	15.6		-2.466	20.3		-2.466	15.8		-2.466	15.4		-2.466	15.9		-2.466	15.8
-2.469	15.7		-2.469	20.3		-2.469	15.8		-2.469	15.4		-2.469	15.9		-2.469	15.8
-2.472	15.7		-2.472	20.3		-2.472	15.8		-2.472	15.4		-2.472	15.9		-2.472	15.8
-2.474	15.7		-2.474	20.3		-2.474	15.8		-2.474	15.4		-2.474	15.9		-2.474	15.8
-2.477	15.7		-2.477	20.3		-2.477	15.8		-2.477	15.4		-2.477	15.9		-2.477	15.8
-2.480	15.6		-2.480	20.3		-2.480	15.8		-2.480	15.4		-2.480	15.9		-2.480	15.8
-2.482	15.6		-2.482	20.3		-2.482	15.8		-2.482	15.4		-2.482	15.9		-2.482	15.8
-2.485	15.6		-2.485	20.2		-2.485	15.8		-2.485	15.4		-2.485	15.9		-2.485	15.8
-2.488	15.6		-2.488	20.2		-2.488	15.8		-2.488	15.4		-2.488	15.9		-2.488	15.8
-2.490	15.6		-2.490	20.2		-2.490	15.8		-2.490	15.4		-2.490	15.9		-2.490	15.8
-2.493	15.6		-2.493	20.2		-2.493	15.8		-2.493	15.4		-2.493	15.9		-2.493	15.8
-2.496	15.6		-2.496	20.2		-2.496	15.8		-2.496	15.4		-2.496	15.9		-2.496	15.8
-2.498	15.6		-2.498	20.2		-2.498	15.8		-2.498	15.4		-2.498	15.9		-2.498	15.8
-2.501	15.6		-2.501	20.2		-2.501	15.8		-2.501	15.4		-2.501	15.9		-2.501	15.8
-2.504	15.6		-2.504	20.2		-2.504	15.8		-2.504	15.4		-2.504	15.9		-2.504	15.8
-2.506	15.6		-2.506	20.2		-2.506	15.8		-2.506	15.4		-2.506	15.9		-2.506	15.8
-2.509	15.6		-2.509	20.2		-2.509	15.8		-2.509	15.4		-2.509	15.9		-2.509	15.8
-2.512	15.6		-2.512	20.2		-2.512	15.8		-2.512	15.4		-2.512	15.9		-2.512	15.8
-2.514	15.6		-2.514	20.2		-2.514	15.8		-2.514	15.4		-2.514	15.9		-2.514	15.8
-2.517	15.6		-2.517	20.2		-2.517	15.8		-2.517	15.4		-2.517	15.9		-2.517	15.8
-2.520	15.6		-2.520	20.2		-2.520	15.8		-2.520	15.4		-2.520	15.9		-2.520	15.8
-2.522	15.6		-2.522	20.2		-2.522	15.8		-2.522	15.4		-2.522	15.9		-2.522	15.8
-2.525	15.6		-2.525	20.2		-2.525	15.8		-2.525	15.4		-2.525	15.9		-2.525	15.8
-2.528	15.6		-2.528	20.2		-2.528	15.8		-2.528	15.4		-2.528	15.9		-2.528	15.8
-2.530	15.6		-2.530	20.2		-2.530	15.8		-2.530	15.4		-2.530	15.9		-2.530	15.8
-2.533	15.6		-2.533	20.2		-2.533	15.8		-2.533	15.4		-2.533	15.9		-2.533	15.8
-2.536	15.6		-2.536	20.2		-2.536	15.8		-2.536	15.4		-2.536	16.0		-2.536	15.8
-2.538	15.6		-2.538	20.2		-2.538	15.9		-2.538	15.4		-2.538	15.9		-2.538	15.8
-2.541	15.6		-2.541	20.2		-2.541	15.9		-2.541	15.4		-2.541	15.9		-2.541	15.8
-2.544	15.6		-2.544	20.2		-2.544	15.9		-2.544	15.4		-2.544	16.0		-2.544	15.8
-2.546	15.6		-2.546	20.2		-2.546	15.9		-2.546	15.4		-2.546	16.0		-2.546	15.8
-2.549	15.6		-2.549	20.2		-2.549	15.9		-2.549	15.4		-2.549	15.9		-2.549	15.8
-2.552	15.6		-2.552	20.2		-2.552	15.9		-2.552	15.4		-2.552	16.0		-2.552	15.8
-2.554	15.6		-2.554	20.2		-2.554	15.8		-2.554	15.4		-2.554	16.0		-2.554	15.8
-2.557	15.6		-2.557	20.2		-2.557	15.8		-2.557	15.4		-2.557	15.9		-2.557	15.8
-2.560	15.6		-2.560	20.2		-2.560	15.8		-2.560	15.4		-2.560	15.9		-2.560	15.8
-2.562	15.6		-2.562	20.2		-2.562	15.8		-2.562	15.4		-2.562	16.0		-2.562	15.8
-2.565	15.6		-2.565	20.2		-2.565	15.8		-2.565	15.4		-2.565	16.0		-2.565	15.8
-2.568	15.6		-2.568	20.2		-2.568	15.8		-2.568	15.4		-2.568	16.0		-2.568	15.8
-2.570	15.6		-2.570	20.3		-2.570	15.8		-2.570	15.4		-2.570	16.0		-2.570	15.8
-2.573	15.6		-2.573	20.2		-2.573	15.8		-2.573	15.4		-2.573	16.0		-2.573	15.8
-2.576	15.6		-2.576	20.2		-2.576	15.8		-2.576	15.4		-2.576	15.9		-2.576	15.8
-2.578	15.6		-2.578	20.2		-2.578	15.8		-2.578	15.4		-2.578	15.9		-2.578	15.8
-2.581	15.6		-2.581	20.2		-2.581	15.8		-2.581	15.4		-2.581	15.9		-2.581	15.8
-2.584	15.6		-2.584	20.2		-2.584	15.8		-2.584	15.4		-2.584	15.9		-2.584	15.8
-2.586	15.6		-2.586	20.2		-2.586	15.8		-2.586	15.4		-2.586	15.9		-2.586	15.8
-2.589	15.6		-2.589	20.2		-2.589	15.8		-2.589	15.4		-2.589	15.9		-2.589	15.8
-2.592	15.6		-2.592	20.2		-2.592	15.8		-2.592	15.4		-2.592	15.9		-2.592	15.8
-2.594	15.6		-2.594	20.2		-2.594	15.8		-2.594	15.4		-2.594	15.9		-2.594	15.8
-2.597	15.6		-2.597	20.2		-2.597	15.8		-2.597	15.4		-2.597	15.9		-2.597	15.8
-2.600	15.6		-2.600	20.2		-2.600	15.8		-2.600	15.4		-2.600	16.0		-2.600	15.8
-2.602	15.6		-2.602	20.2		-2.602	15.8		-2.602	15.4		-2.602	16.0		-2.602	15.8
-2.605	15.5		-2.605	20.2		-2.605	15.8		-2.605	15.4		-2.605	16.0		-2.605	15.8
-2.608	15.6		-2.608	20.2		-2.608	15.8		-2.608	15.4		-2.608	16.0		-2.608	15.8
-2.610	15.6		-2.610	20.2		-2.610	15.8		-2.610	15.4		-2.610	16.0		-2.610	15.8
-2.613	15.6		-2.613	20.2		-2.613	15.8		-2.613	15.4		-2.613	16.0		-2.613	15.8
-2.616	15.6		-2.616	20.2		-2.616	15.8		-2.616	15.4		-2.616	16.0		-2.616	15.8
-2.619	15.6		-2.619	20.2		-2.619	15.9		-2.619	15.4		-2.619	16.0		-2.619	15.8
-2.621	15.6		-2.621	20.2		-2.621	15.9		-2.621	15.4		-2.621	16.0		-2.621	15.8
-2.624	15.6		-2.624	20.2		-2.624	15.9		-2.624	15.4		-2.624	16.0		-2.624	15.8
-2.627	15.6		-2.627	20.2		-2.627	15.9		-2.627	15.4		-2.627	16.0		-2.627	15.8
-2.629	15.6		-2.629	20.2		-2.629	15.9		-2.629	15.4		-2.629	16.1		-2.629	15.8
-2.632	15.6		-2.632	20.2		-2.632	15.9		-2.632	15.4		-2.632	16.1		-2.632	15.8
-2.635	15.6		-2.635	20.2		-2.635	15.9		-2.635	15.4		-2.635	16.0		-2.635	15.8
-2.637	15.6		-2.637	20.2		-2.637	15.9		-2.637	15.4		-2.637	16.0		-2.637	15.8
-2.640	15.6		-2.640	20.2		-2.640	15.9		-2.640	15.4		-2.640	16.0		-2.640	15.8
-2.643	15.6		-2.643	20.2		-2.643	15.9		-2.643	15.4		-2.643	16.0		-2.643	15.8
-2.645	15.6		-2.645	20.2		-2.645	15.9		-2.645	15.4		-2.645	16.0		-2.645	15.8
-2.648	15.6		-2.648	20.2		-2.648	15.9		-2.648	15.4		-2.648	16.0		-2.648	15.8
-2.651	15.6		-2.651	20.2		-2.651	15.9		-2.651	15.4		-2.651	16.0		-2.651	15.8
-2.653	15.6		-2.653	20.2		-2.653	15.9		-2.653	15.4		-2.653	16.0		-2.653	15.8
-2.656	15.6		-2.656	20.2		-2.656	15.9		-2.656	15.4		-2.656	16.0		-2.656	15.8
-2.659	15.6		-2.659	20.2		-2.659	15.9		-2.659	15.4		-2.659	16.1		-2.659	15.8
-2.661	15.6		-2.661	20.2		-2.661	15.9		-2.661	15.4		-2.661	16.0		-2.661	15.8
-2.664	15.6		-2.664	20.2		-2.664	15.9		-2.664	15.4		-2.664	16.0		-2.664	15.8
-2.667	15.6		-2.667	20.2		-2.667	15.9		-2.667	15.4		-2.667	16.0		-2.667	15.8
-2.669	15.6		-2.669	20.2		-2.669	15.9		-2.669	15.4		-2.669	16.0		-2.669	15.8
-2.672	15.6		-2.672	20.2		-2.672	15.9		-2.672	15.4		-2.672	16.0		-2.672	15.8
-2.675	15.6		-2.675	20.2		-2.675	15.9		-2.675	15.4		-2.675	16.0		-2.675	15.8
-2.677	15.5		-2.677	20.2		-2.677	15.9		-2.677	15.4		-2.677	16.0		-2.677	15.8
-2.680	15.5		-2.680	20.2		-2.680	15.9		-2.680	15.4		-2.680	16.0		-2.680	15.8
-2.683	15.5		-2.683	20.2		-2.683	15.9		-2.683	15.4		-2.683	15.9		-2.683	15.8
-2.685	15.5		-2.685	20.2		-2.685	15.9		-2.685	15.4		-2.685	15.9		-2.685	15.8
-2.688	15.5		-2.688	20.1		-2.688	15.9		-2.688	15.4		-2.688	15.9		-2.688	15.8
-2.691	15.5		-2.691	20.1		-2.691	15.9		-2.691	15.4		-2.691	15.9		-2.691	15.8
-2.693	15.5		-2.693	20.1		-2.693	15.9		-2.693	15.4		-2.693	15.9		-2.693	15.8
-2.696	15.5		-2.696	20.2		-2.696	15.9		-2.696	15.4		-2.696	15.9		-2.696	15.8
-2.699	15.5		-2.699	20.1		-2.699	15.9		-2.699	15.4		-2.699	15.9		-2.699	15.8
-2.701	15.5		-2.701	20.1		-2.701	15.9		-2.701	15.4		-2.701	15.9		-2.701	15.8
-2.704	15.5		-2.704	20.2		-2.704	15.9		-2.704	15.4		-2.704	16.0		-2.704	15.8
-2.707	15.5		-2.707	20.2		-2.707	15.9		-2.707	15.4		-2.707	16.0		-2.707	15.8
-2.709	15.5		-2.709	20.1		-2.709	15.9		-2.709	15.4		-2.709	16.0		-2.709	15.8
-2.712	15.5		-2.712	20.1		-2.712	15.9		-2.712	15.4		-2.712	16.0		-2.712	15.8
-2.715	15.6		-2.715	20.2		-2.715	15.9		-2.715	15.4		-2.715	16.0		-2.715	15.8
-2.717	15.6		-2.717	20.2		-2.717	15.9		-2.717	15.4		-2.717	16.0		-2.717	15.8
-2.720	15.6		-2.720	20.2		-2.720	15.9		-2.720	15.4		-2.720	16.0		-2.720	15.8
-2.723	15.6		-2.723	20.2		-2.723	15.9		-2.723	15.4		-2.723	16.0		-2.723	15.8
-2.725	15.6		-2.725	20.2		-2.725	15.9		-2.725	15.4		-2.725	16.0		-2.725	15.8
-2.728	15.6		-2.728	20.2		-2.728	15.9		-2.728	15.4		-2.728	16.0		-2.728	15.8
-2.731	15.6		-2.731	20.2		-2.731	15.9		-2.731	15.4		-2.731	16.0		-2.731	15.8
-2.733	15.6		-2.733	20.2		-2.733	15.9		-2.733	15.4		-2.733	16.0		-2.733	15.8
